ROBA	7	a.	Bir giyeceğin göğüsle omuz arasında kalan bölümüne eklenen parça
ROKA	7	a.,bit. b.	Turpgillerden, yaprakları salata gibi yenen, 20-40 santimetre yüksekliğinde, sebze olarak bahçelerde yetiştirilen, kokulu, bir iki yıllık bir bitki (Eruca sativa)
TASA	7	a.	► kaygı
TRAP	7	a.	Hendek, tuzak
UTÇU	7	a.,müz.	Ut yapan veya satan kimse
ZONA	7	a.,tıp	Deride, sinirler boyunca, özellikle gövde, bacak ve yüzde birtakım ağrılı fiskelerle beliren, mikroplu bir hastalık
ETAP	6	a.,sp.	► aşama
FİİL	6	a.	► eylem
GRES	6	a.	► makine yağı
HARA	6	a.	Atların yetiştirildiği ve bakımlarının yapıldığı, hayvanların rahatça hareket etmelerini sağlayan alanların bulunduğu tesis
İKAZ	6	a.	► uyarı
KALA	6	zf.	Kaldığında
KEKA	6	ünl.	Keyifli bir durum anlatılırken "ne güzel, ne iyi" anlamlarında söylenen bir söz
KLAN	6	a.,top. b.	► boy (II)
KLOR	6	a.,kim.	Atom numarası 17, atom ağırlığı 35,5 olan, normal sıcaklıkta gaz durumunda bulunan, halojenlerden bir element (simgesi Cl)
MAİL	6	sf.	Eğilimi olan
REEL	6	sf.	► gerçek
SKİF	6	a.,den.	İçine yalnız kürek çekenin girebildiği çok uzun ve çok dar yarış kayığı
TRİO	6	sf.,müz.	► üçlü
ULAM	6	a.	► kategori
ÜMİT	6	a.	► umut
YUMA	6	a.	► yıkama
ZİRA	6	bağ.	► çünkü
ACEM	5	a.,müz.	Klasik Türk müziğinde kullanılan birleşik bir makam
AKİS	5	a.	► yansı
BERK	5	sf.	► sert
FABL	5	a.,ed.	Kahramanları çoklukla hayvanlardan seçilen, sonunda ders verme amacı güden, genellikle manzum hikâye; öykünce
GRİL	5	a.	► ızgara
İNAL	5	a.	Kendisine inanılan kimse
KLİK	5	a.	► hizip
LUTR	5	a.,hay. b.	► su samuru
MİDİ	5	sf.	► orta
RANT	5	a.,ekon.	► getirim
REYE	5	sf.	Çubuklu çizgileri olan (kumaş)
RİYA	5	a.	► ikiyüzlülük
SARA	5	a.,tıp	Zaman zaman kendini kaybederek olduğu yere düşme, vücutta şiddetli çırpınmalar ve ağız köpürmesi ile ortaya çıkan bir sinir hastalığı; tutarık, tutarak, tutarga, yilbik, epilepsi
STEN	5	a.,ask.	Çapı 9 milimetre olan, İngiliz yapısı, hafif, kullanışı kolay bir tür makineli tüfek
TEİN	5	a.	Çayda bulunan ve kafein niteliğinde olan etkili madde
TELA	5	a.	Kumaşla astar arasına konularak giysinin dik durmasını sağlayan kolalı bez
TİTR	5	a.	► ünvan
AFİŞ	4	a.	Bir şeyi duyurmak veya tanıtmak için hazırlanan, kalabalığın görebileceği yere asılmış, genellikle resimli duvar ilanı; ası
AGEL	4	a.	Arap erkeklerinin kefiyelerinin üzerine bağladıkları, yünden örülmüş kalın çember bağ
ANCA	4	zf.	O kadar
AORT	4	a.,anat.	► ana atardamar
APRE	4	a.	Kumaş veya derinin cilalanması
ARYA	4	a.,müz.	Operalarda solistlerden birinin orkestra eşliğinde söylediği, genellikle kendi içinde bütünlüğü olan parça
ASES	4	a.,tar.	Osmanlı Devleti'nde Yeniçeri Ocağı'nın kaldırılmasından önceki güvenlik görevlisi
AYÇA	4	a.	► hilal
BREŞ	4	a.,jeol.	Doğal çimento ile lavlı, kavkılı, kabuklu, kemikli kırıntıların kaynaşmasıyla oluşmuş kütle
BUAT	4	a.,fiz.	Elektrik akımı devrelerinde birleştirme yapmak veya akımı bir veya daha fazla kola ayırmak için kullanılan kutu
DANE	4	a.	► kuş yemi
DORE	4	a.	► altın sarısı
ELİT	4	sf.	► seçkin
EMAY	4	a.	Bazı maddeleri korumak, belirli bir parlaklık kazandırmak veya boyamak için kullanılan, saydam veya donuk cama benzeyen cila
FOŞA	4	a.,bit. b.	Tombul fındık grubunda standart bir tür fındık
JİPS	4	a.,min.	► alçı taşı
LASO	4	a.	► kement
MİÇO	4	a.,den.	Gemilerde çalışan küçük yaştaki tayfa yamağı; muço
OKEY	4	a.	Plastik, tahta, mika vb. maddelerden yapılmış taşlar kullanılarak dört kişiyle oynanan ve konkene benzeyen bir tür oyun
REZE	4	a.	► menteşe
RİCA	4	a.	► dileme
RÜŞT	4	a.	► erginlik
SAYA	4	a.	Ayakkabının yumuşak olan üst bölümü
VAZO	4	a.	Çiçek koymak için kullanılan, cam, toprak, porselen vb. maddelerden ve çeşitli madenlerden yapılan, türlü boyut ve biçimlerde olabilen kap; çiçeklik
AKSE	3	a.,tıp	► kriz
ASAN	3	sf.	► kolay
ÇIKI	3	a.	► çıkın
DEFO	3	a.	► bozukluk
DİYA	3	a.	► slayt
DREN	3	a.	► ark
EBET	3	a.	Sonu olmayan gelecek zaman; sonsuzluk
EDER	3	a.	► fiyat
FAVA	3	a.	İçine limon, şeker ve zeytinyağında pembeleştirilmiş soğan koyularak suda haşlanan bakla tanelerinin püre kıvamına getirilmesiyle yapılan ezme
FUTA	3	a.,den.	Dar, uzun ve hafif bir yarış kayığı; kik
GAZA	3	a.,din b.	İslam dinini korumak veya yaymak amacıyla Müslüman olmayanlara karşı yapılan kutsal savaş
GÖZE	3	a.,anat.,biy.	► hücre
İMAR	3	a.	► bayındırlık
İMİK	3	a.	► gırtlak
İŞVE	3	a.	► cilve
KOSA	3	a.	Bir tür uzun saplı orak
LAME	3	a.	Dokusunda çoğunlukla gümüş ve altın renginde tel bulunan kumaş veya metal parlaklığı verilmiş deri
MARN	3	a.,mdn.	Çok ince taneli kil minerallerinden ve kalsitin değişik oranlardaki karışımından oluşan tortul kayaç
MORS	3	a.,hay. b.	Morsgillerden, Kuzey Atlantik'te yaşayan, derisi, dişi ve yağı için avlanan bir memeli hayvan; denizaygırı (Odobenus rosmarus)
NEON	3	a.,kim.	Atom sayısı 10, atom ağırlığı 20,2, yoğunluğu 0,7 olan, sıvı durumuna getirilmiş havadan elde edilerek ışık araçlarında kullanılan, havada pek az olarak bulunan, asal gazlar sınıfından bir element (simgesi Ne)
NÖTR	3	sf.	► etkisiz
PENA	3	a.	► mızrap
PİKO	3	a.	Kimi örtülerin veya çamaşırların kenarına makineyle yapılan bir süs türü
PUMA	3	a.,hay. b.	Kedigillerden, parstan biraz büyük, sırtı kahverengi, karnı beyaz, Amerika’da yaşayan bir tür yırtıcı memeli; Yeni Dünya aslanı; dağ aslanı (Feis concolor)
SAGU	3	a.	Bazı hurma ağaçlarının özünden çıkarılan ve pirinç gibi kullanılan nişastalı bir madde; Hint irmiği
TIPA	3	a.	► tapa
ULAK	3	a.	► haberci
ÜLEŞ	3	a.	► pay
ÜREM	3	a.,ekon.	► faiz
ÜRKÜ	3	a.	► panik
VİDO	3	a.	Oyunda kazanılacak parayı iki katına çıkarma
AJUR	2	a.	Bir işlemede, örgüde, ipliklerin kesilmesi, ayrı tutulması yoluyla oluşturulan boşluk
APAŞ	2	a.	► külhanbeyi
BOKS	2	a.,sp.	Özel eldiven takmış iki kişinin birbirlerine yumruk vurarak yaptıkları spor karşılaşması; yumruk oyunu
BÖKE	2	sf.	Kahraman, güçlü (kimse)
BRİK	2	a.	İki direkli, seren yelkenli, birkaç top taşıyan gemi
BUĞU	2	a.	Soğuk bir cisim üzerinde ortamda bulunan havanın veya gazın yoğunlaşmasından ötürü meydana gelmiş ince sıvı katmanı
CÖNK	2	a.	Büyük yelkenli gemi
CURA	2	a.	İki, üç, dört, beş veya altı telli olabilen, alt teli “la”, üst teli “re” sesine ayarlanmış, mızrapla veya parmakla vurularak çalınan, bağlama ailesinin en küçük çalgısı
EREK	2	a.	► amaç
ERİM	2	a.	► menzil
GALİ	2	a.,den.	Alçak ve altı düz gemi
GETR	2	a.	Bacağın alt bölümünü ve ayakkabının üstünü örten kumaş veya köseleden yapılmış bir tozluk türü
HASA	2	a.	Patiska
HAZA	2	zf.	Tam anlamıyla, mükemmel bir biçimde
İMAJ	2	a.	► imge
İRİS	2	a.,anat.	Saydam tabaka ile göz merceği arasında bulunan, ince, kasılabilen bir zardan oluşan, gözün renkli bölümü
KAST	2	a.,top. b.	Ayrıcalıklar bakımından yukarıdan aşağıya doğru kesin ölçülerle sınırlanmış bulunan, en koyu biçimiyle Hindistan'da görülen toplumsal sınıfların her biri
KENE	2	a.,hay. b.	Koyun, köpek, at vb. hayvanların veya insanların derisinde asalak olarak yaşayan, bulaşıcı hastalıklara neden olan böceklerin genel adı; sakırga
KENT	2	a.	► şehir
KROS	2	a.,sp.	Kırlarda ve ormanlarda, hendeklerden, yükseltilerden, çukurlardan ve akarsulardan geçerek yaya yapılan koşu
LOGO	2	a.	► imlek
MİNK	2	a.,hay. b.	► vizon
MİZA	2	a.	Kumarda ortaya sürülen para
MÜGE	2	a.,bit. b.	► inci çiçeği
ÖNEL	2	a.,huk.	► mehil
PİPO	2	a.	Ucundaki lüle içine tütün konulan ve yakılarak dumanı çekilen kısa, çubuk biçimindeki tütün içme aracı
SKOR	2	a.,sp.	► sonuç
SNOP	2	sf.	► züppe
ŞİLT	2	a.	Üzerine genellikle bir kurum veya kuruluşun adı, işareti kazınmış veya basılmış olan ve armağan olarak bir kimse veya takıma verilen levha; ergilik
TROK	2	a.	► değişim
UMAR	2	a.	► çare
UYAK	2	a.,ed.	► kafiye
ÜZRE	2	e.	343 üzere
ACUR	1	a.,bit. b.	Kabakgillerden, Ege ve Güneydoğu Anadolu’da yetişen, kabuğu çizgili ve tüylü, yeşil veya sarımtırak, üzeri yeşil lekeli, bir yıllık, otsu, irice bir meyve (Cucumis flexuosus)
ADAP	1	a.	► töre
AMİL	1	a.	► etken
ARAZ	1	a.,fel.	► ilinek
AŞAR	1	a.,tar.	► öşür
BİYE	1	a.	Genellikle giysinin yaka, kol, etek çevresine kendi kumaşından veya başka kumaştan geçirilen ince şerit
BROM	1	a.,kim.	Atom numarası 35, atom ağırlığı 79,909, yoğunluğu 2,97 olan, deniz sularında az, bazı göllerde çok miktarda bulunan, kırmızı renkli, pis kokulu, zehirli, sıvı bir element (simgesi Br)
BROŞ	1	a.	► yaka iğnesi
ÇAÇA	1	a.	Ticaret gemilerinde eski ve usta gemici
DANG	1	a.,tıp	Başta, kaslarda ve oynaklarda ağrılar yapan, vücutta kızıl lekeler gösteren, ateşli ve salgın bir hastalık
EKRU	1	a.	Krem rengine yakın beyaz
FARS	1	a.,tiy.	► güldürü
FERT	1	a.	► birey
FONT	1	a.	► dökme demir
FORA	1	a.,den.	Yelken açtırma, mayna karşıtı
FORS	1	a.	Devlet başkanının bulunduğu yerlere, amirallerin çalıştıkları kuruluşlara veya gemilere, generallerin garnizonlarına ve bu düzeydeki görevlilerin arabalarına çekilen üç veya dört köşeli bayrak
GURU	1	a.	Brahmacı eğitimde, yüksek kasttan gençleri ve öğrencileri yetiştiren, manevi gücünün en yüksek noktada olduğuna inanılan kimse
HAMT	1	a.	Tanrı'ya şükretme
KOFA	1	a.,bit. b.	► hasır otu
KREŞ	1	a.	► yuva
MASK	1	a.	Genellikle ölünün yüzüne uygulanarak elde edilen yüz kalıbı
MİSK	1	a.	Asya'nın yüksek dağlarında yaşayan bir tür erkek ceylanın karın derisi altındaki bir bezden çıkarılan güzel kokulu madde
NESİ	1	zm.	Akrabası mı, yakını mı?
ORYA	1	a.	► karo
ÖZEK	1	a.	► merkez
PİRE	1	a.,hay. b.	Pireler takımından, insanın ve bazı hayvanların kanını emerek yaşayan, iyi sıçradığı için kolay yakalanamayan, küçük, asalak böcek (Pulex)
PUHU	1	a.,hay. b.	Baykuşgillerden, orman, dağ ve kayalıklarda yaşayan, uzunluğu yaklaşık 65 santimetre, sırtı koyu kahverengi bir tür kuş (Bubo bubo)
RODA	1	a.,den.	Yöntemine uygun düzgün sarılmış halat yumağı
ROZA	1	a.	Bir tür pembe elmas
SEME	1	sf.	Sersem, ahmak, alık
SEVİ	1	a.	► aşk
SİLİ	1	a.	Kilim, yünden dokunmuş yaygı
SLİP	1	a.	Paçasız ve bedeni sıkıca saracak biçimde dikilmiş erkek donu
STİL	1	a.	► tarz
ŞASE	1	a.	İçine mendil, gecelik vb. şeyleri koymaya yarayan, çeşitli büyüklükte, kumaştan koruncak
TAPİ	1	a.	Pokerde kâğıtlar dağıtılmadan önce oyunculardan birinin fiş veya parasını ortaya sürdükten sonra önünde fişi veya parası kalmadığını belirtmek için söylediği söz
TİPİ	1	a.	► kar fırtınası
ÜRAT	1	a.,kim.	Sidik asidi tuzu
ÜVEZ	1	a.,bit. b.	Gülgillerden, orta boylu bir ağaç (Pirus sorbus)
VALF	1	a.	► vana
ABAK	0	a.	Eski Türklerde ölmüş kimselerin heykel vb. suretleri
ABİŞ	0	a.,jeol.	Madenleri toz hâline getirmeye yarayan küçük, çelik havan
ABLİ	0	a.,den.	Yatay serenlerin ucuna bağlı bulunan ve bunları sağa, sola veya ortaya çevirmek için yararlanılan halat veya palanga
ABUK	0	sf.	► saçma
ACEP	0	zf.	► acaba
ÂCİZ	0	sf.	Bir işi yapabilecek gücü, becerisi veya yeteneği olmayan
ACUL	0	sf.	► aceleci
ACVE	0	a.	Medine'de yetişen, koyu renkli, tombul çekirdekli iyi cins bir tür hurma
ACYO	0	a.,tic.	Herhangi bir paranın gerçek değeriyle sürüm değeri arasında veya bir ticaret senedinin üzerinde yazılı miktar ile indirimden sonraki tutarı arasında doğan fark
AÇAN	0	a.,anat.	Oynak kemiklerin arasındaki açıları genişletmeye yarayan kasların genel adı, büken karşıtı
AÇAR	0	a.	► anahtar
AÇKI	0	a.	Bir cismin yüzeyi üzerinde sert bir madde veya bir araç sürterek onu düzleştirip parlatma
ADAT	0	a.	Töreler, âdetler
ADCI	0	sf.,fel.	Adcılık öğretisine bağlı (kimse); isimci
ÂDEM	0	a.	► insan
ÂDET	0	a.,top. b.	► görenek
ADIL	0	a.,db.	► zamir (I)
ADLI	0	sf.	... adını taşıyan; isimli
AFİS	0	a.,hay. b.	Gümüş balığının küçüğü
AĞCA	0	sf.	► akça (I)
AĞCI	0	a.	Ağ ile balık tutarak geçinen kimse
AĞIM	0	a.	Ayağın üstündeki tümsek yer
AĞLI	0	sf.	Ağı bulunan
AĞRI	0	a.	Sinir uçlarının şiddetli biçimde uyarılmasıyla ortaya çıkan, vücudun herhangi bir yerinde oluşan rahatsızlık hissi; veca
AĞSI	0	sf.,anat.	Ağ görünüşünde olan, ağ gibi örülmüş olan
AHÇI	0	a.	343 aşçı
ÂKİT	0	sf.	► bağıtçı
AKLI	0	sf.	Beyazı bulunan, beyaz renkli
AKSA	0	sf.	Uzakta bulunan
AKVA	0	a.	Bir tür sırmalı ve köstekli bıçak
ALAT	0	a.	Aletler
ÂLEM	0	a.,gök b.	► evren
ÂLİM	0	a.	► bilim adamı
ALLI	0	sf.	Üzerinde veya içerisinde al renk bulunan
ÂMİN	0	ünl.,din b.	Dualardan ve hayır dileklerinden sonra “Allah kabul etsin, öyle olsun!” anlamında kullanılan bir söz
AMİP	0	a.,hay. b.	Amipler takımından, vücudunun biçim değiştirmesiyle oluşan geçici kollar veya ayaklar üzerinde sürünerek yer değiştiren, tatlı ve tuzlu sularda yaşayan bir hücreli canlı (Amoeba)
AMİT	0	a.,kim.	Amonyağın hidrojeni yerine bir asit kökünün geçmesiyle oluşan birleşiklerin sınıf adı
AMME	0	a.	► kamu
AMOR	0	a.	► aşk
ANAL	0	sf.,tıp	Anüsle ilgili
ANÜS	0	a.,anat.	Sindirim sisteminin sonunda bulunan ve dışkının atılmasına yarayan çıkış deliği; büzük, göt, makat, sofra, şerç
APEL	0	a.,ekon.	Anonim ortaklıklarda sermaye artırımı için yapılan ödeme çağrısı
APIŞ	0	a.	Butların iç tarafı
ÂRAZ	0	a.	Herhangi bir hastalık vb.nde ortaya çıkan belirtiler
ARUZ	0	a.,ed.	► aruz vezni
AŞIK	0	a.,anat.	► aşık kemiği
ÂŞIK	0	a.	Bir kimseye veya bir şeye karşı aşırı sevgi ve bağlılık duyan, vurgun, tutkun kimse
AŞİR	0	a.,din b.	Bir dinî tören sırasında veya cemaatle namaz kılınıp dua edildikten sonra okunan Kur'an ayetleri
AŞOZ	0	a.,den.	Ahşap gemilerin omurgalarının uzunluğunca ve iki yanında borda kaplamalarının en dar yüzünü yerleştirmek için açılan keskin, sivri köşeli yuva
ATÇI	0	a.	At yetiştiricisi kimse
ATEL	0	a.	Kırılmış kemiklerin düzgün bir biçimde sarılabilmesi için kullanılan türlü malzemelerden yapılmış destek
AURA	0	a.	Canlıların bedenlerini çevreleyerek kalkan görevi yaptığı varsayılan, katmanlardan oluşan ve kendine özgü rengi olan elektromanyetik alan
AVAZ	0	a.	► ses
AYIT	0	a.,bit. b.	Mine çiçeğigillerden, Akdeniz çevresinde yetişen, mavi, beyaz veya menekşe renginde çiçekler açan, 1-2 metre boyunda bir ağaççık; kadın otu, hayıt (Vitex agnus-castus)
AYLI	0	sf.	Üzerinde ay biçimi bulunan
AZCA	0	zf.	Oldukça az
AZEL	0	a.,ekon.	Sunumun birkaç satıcı tarafından yapıldığı ve bu az sayıdaki satıcının birbirlerinin üretim kararlarından etkilendiği piyasa türü; oligopol
AZİT	0	a.,kim.	Azotürün grup hâlinde üç azot atomu içeren organik türevlerinin ortak adı
AZOL	0	a.,kim.	Heterosiklik birleşiklerin önemli bir sınıfı
BAĞI	0	a.	► göz bağı
BAK!	0		işte
BAKS	0	a.,den.	Gemiye hayvan yüklerken kullanılan sandık
BARA	0	a.,fiz.	Aynı gerilimdeki besleme hattı veya çıkışların toplandığı ve dağıtıldığı boru veya iletken çubuk veya lama
BETİ	0	a.	Resim ve heykel sanatlarında varlıkların biçimi
BİLİ	0	a.	► bilgi
BLUM	0	a.	Elli iki kâğıt ve iki jokerle, en az iki kişi, en fazla dört kişi tarafından oynanan, konkene benzeyen bir iskambil oyunu
BOCA	0	a.,den.	Geminin rüzgâr almayan yanı; rüzgâraltı, orsa veya rüzgârüstü karşıtı
BOCİ	0	a.	Ağır yük taşımaya yarayan, iki kalın ve küçük tekerleği olan el arabası
BOLD	0	a.,bl.	343 koyu
BORU	0	a.	Bir yerden başka bir yere sıvı, gaz vb. aktarmaya yarayan, içi boş, uçları açık, uzun ve dar silindir
BÖRÜ	0	a.	► kurt (I)
BRİT	0	a.	Düğmeyi iliklemek için kumaş veya iplikten yapılmış, halka biçiminde, özel bir ilik türü
BRİZ	0	a.	► meltem
BUKE	0	a.	► koku
BÜVE	0	a.,hay. b.	Genellikle sığırlara saldıran, onların kanını emen, vızıltılarıyla tedirginlik yaratan sokucu sinek; büğelek, dızdız (Hypoderma bovis)
BÜYÜ	0	a.	İnsan ve tabiatla ilgili olarak, birtakım gizli güçlerle insan geleceği üzerinde etkiler yapma, yönlendirmede bulunma gibi işlem ve davranışlara verilen genel ad; afsun, efsun, füsun, sihir
CART	0	a.	Sert bir şey yırtılırken çıkan ses
CIRT	0	a.	Kâğıt, kumaş vb. yırtılırken çıkan ses
ÇEÇE	0	a.,hay. b.	İki kanatlılardan, insana uyku hastalığı aşılayan, sinekten büyük bir cins Güney Afrika böceği (Glossina)
ÇIĞA	0	a.,hay. b.	Yumurtasından havyar yapılan bir tür mersin balığı (Acipenser ruthenus)
ÇIMA	0	a.,den.	Gemiyi iskeleye bağlamak için kullanılan halat
ÇIPA	0	a.,den.	Gemilerin dalgalara, akıntılara kapılarak yer değiştirmemesi için suya atılan, zincirle gemiye bağlı bulunan, ucu çengelli ağır demir araç; çapa, çipo, demir
ÇİPO	0	a.,den.	► çıpa
ÇİZİ	0	a.	► çizgi
DAĞİ	0	a.,müz.	Dağlık bölgelerde söylenen türkülerin makamı
DÂHİ	0	a.	Olağanüstü yeteneği ve yaratıcı gücü olan kimse; deha, öke
DANK	0	a.	"Bir olay sebebiyle birden ayılmak, doğruyu anlamak" anlamında dank etmek veya dank demek birleşik fiillerinde kullanılan bir söz
DART	0	a.	Hedef noktaları dairesel olarak belirlenmiş nişan tahtasına küçük okların atılmasıyla oynanan bir oyun türü; oklama
DEFA	0	a.	► kez
DEFİ	0	a.,huk.	Taraflardan birinin kendisine açılan davada borçtan kurtulmak için başvurduğu her türlü yol
DEMO	0	a.	► tanıtım ürünü
DERZ	0	a.,mim.	Duvar taşlarının veya tuğlalarının harçla doldurulup üzerinden mala çekilerek düzeltilen aralığı
DEST	0	a.	► el (I)
DEVE	0	a.,hay. b.	Geviş getiren memelilerden, boynu uzun, sırtında bir veya iki hörgücü olan, yük taşımakta kullanılan hayvan (Camelus)
DEYİ	0	a.,dil b.	Dil, söz, işaret, mimik vb. anlatım araçlarının bütünü; logos
DİMİ	0	a.	Sıkı dokunmuş bir tür pamuklu kumaş
DİNÎ	0	sf.	Dinle ilgili, din üzerine; dinsel
DİVA	0	a.	Sinema, tiyatro, müzik, dans, bale vb. sanatlara emek vermiş, alanında uzmanlaşmış ve tanınmış olan kadın sanatçı
DONE	0	a.	► veri
DREÇ	0	a.	Ağlı kepçe, tarama ağı
DROG	0	a.,kim.	Hayvan ve bitkilerden kurutularak veya özel metotlarla toplanarak elde edilen, eczacılık ve kısmen sanayide kullanılan ham veya yarı ham madde
DUDU	0	a.	► papağan
DUKA	0	a.,tar.	Dük ünvanının eskiden kullanılan biçimi
DÜSE	0	a.	Zarla oynanan oyunlarda, atılan zarlardan her ikisinin de üç benekli olan yüzünün üste gelmesi
DÜZE	0	a.,kim.	► doz
EDAT	0	a.,db.	Birlikte kullanıldığı sözler arasında ilgi kurmaya yarayan, anlamı yalnızca bağlamla belirginleşen kelime türü; ilgeç: Ev gibi huzur köşesi olmaz. Çocuk sabaha karşı uyandı
EHLÎ	0	sf.	► evcil
EKİT	0	a.,tıp	Vücuda herhangi bir işlevi yerine getirmesi için yerleştirilen doku parçası veya yapay gereç
EKLİ	0	sf.	Eklenmiş olan
ELEM	0	a.	► keder
EMAN	0	a.	Radyoaktif cisimlerde ölçü birimi
EMEÇ	0	a.,bit. b.	Su ve kara yosunlarının, kökü andıran tutunma organı
EMÎR	0	a.	Araplarda ve bazı Müslüman ülkelerde bir kavim, şehir veya ülkenin başı
ENİN	0	a.	► inilti
ENİR	0	a.,bit. b.	Bir tür yaban mersini
ENLİ	0	sf.	► geniş
EPER	0	a.	Işığa karşı bakıldığında kâğıt tabakasının yapısal görünümü
ERCE	0	zf.	Er gibi, ere yakışır bir biçimde
ERİN	0	sf.	► ergen
EROS	0	a.,ruh b.	Ruhsal çözümleme açısından cinsel eğilimler ve bundan doğan isteklerin tümü
ESRE	0	a.	Arap harfli metinlerde bir ünsüzün ı, i seslerinden biriyle okunacağını gösteren işaret; kesre
EŞEY	0	a.,biy.	► cinsiyet
EŞLİ	0	sf.	Eşi olan
ETÇİ	0	a.	► kasap
ETOL	0	a.	Genellikle kürkten, gösterişli kumaşlardan veya yün örgüden yapılmış omuz atkısı
ETÜV	0	a.	Yiyecekleri, nesneleri yüksek ısıyla sterilize ve dezenfekte etmekte kullanılan kapalı araç
EVCE	0	zf.	► evcek
EVCİ	0	a.	Tatil günlerini evinde geçiren yatılı öğrenci, er vb
EVİÇ	0	a.,müz.	Klasik Türk müziğinde bir tür birleşik makam
FÂNİ	0	sf.	► ölümlü
FERÇ	0	a.,anat.	Dişi canlılarda üreme organının dış bölümü; vulva
FIRT	0	a.	Baskı sonucu birdenbire yerinden çıkan bir şeyin çıkardığı sesin adı
FİŞE	0	a.	Bazı mobilya kilitlerinin içinde bulunan, birbirinin benzeri fakat farklı ölçüdeki uçları yaylı kilit elemanı
FLOK	0	a.,den.	Geminin cıvadrasına çekilen üçgen yelken
FLOR	0	a.,kim.	Atom numarası 9, atom ağırlığı 19, yoğunluğu 1,265 olan, kokusu ozonu andıran, yeşilimtırak sarı renkte, halojenler grubunun ilk elementi olan basit element (simgesi F)
FOLK	0	a.	► halk (I)
FOTA	0	a.	İçinde şarap yapılan bir tür fıçı
FOTO	0	a.	► fotoğraf
FRAK	0	a.	Resmî törenlerde giyilen uzun etekli, eteğinin arkası beline kadar yırtmaçlı, siyah erkek ceketi veya takımı
FRER	0	a.	Yabancılara ait okullarda görevli papaz
FRİZ	0	a.	Tavandan inerek sahnenin üst kısmını, sahne boyunca kaplayan kısa, dar perde
FULE	0	a.	Adım aralığı
FÜZE	0	a.	Bir yanıcı ve bir yakıcı maddenin sürekli olarak yanmasından doğan itiş gücü ile hareket eden düzenek
GALE	0	a.	İçerisinde kalıp yapılan üç tarafı kaplı, bir tarafı açık tepsi şeklinde dizgi aleti
GANG	0	a.,min.	Bir maden cevherini, bir değerli taşı saran değersiz madde
GARK	0	a.	Suya batma, suda boğulma
GEÇE	0	zf.	Herhangi bir saat başını geçerek, geçerken
GELE	0	a.	Tavla oyununda elinde kırık taşı bulunan oyuncunun attığı, oyuna devam etmesine yaramayan zar
GENE	0	zf.	► yine
GIDA	0	a.	► besin
GIDI	0	a.	► gıdık
GIGI	0	a.	Çocuk dilinde çene altı
GIRT	0	a.	Sert veya kalın bir şey kesilirken çıkan ses
GİDİ	0	ünl.	Azarlama sözü
GREN	0	a.	Kâğıdın yüzeyinin pürüzlülük derece ve tipinin bir izlenimi
GREV	0	a.	İsteklerini işverene kabul ettirmek için işçilerin, hep birden işlerini hep birden bırakması; iş bırakımı
GRİP	0	a.,tıp	Yorgunluk, kırıklık, kas ağrıları, ateş vb. belirtileri olan, bulaşıcı, salgın hastalık; paçavra hastalığı, İspanyol nezlesi, enflüanza
